pre_body_id,post_body_id,synapse_count,confidence,neuropil
12962,10041,2,0.92,central_complex
12962,10080,3,0.858,central_complex
12962,11005,1,0.962,central_complex
12962,10806,8,0.891,central_complex
12962,10941,7,0.93,central_complex
12962,521446,9,0.97,central_complex
12962,519454,1,0.889,central_complex
12962,12128,1,0.948,central_complex
12962,12301,1,0.879,central_complex
12962,13228,1,0.937,central_complex
12962,63880,4,0.909,central_complex
12962,20652,4,0.926,central_complex
12962,11241,1,0.919,central_complex
12962,10746,8,0.942,central_complex
12962,10549,1,0.864,central_complex
12962,11071,2,0.94,central_complex
12962,10557,3,0.916,central_complex
12962,12268,5,0.926,central_complex
12962,12759,7,0.903,central_complex
12962,10520,4,0.984,central_complex
12962,556359,2,0.935,central_complex
12962,13805,5,0.872,central_complex
12962,513473,1,0.864,central_complex
12962,13783,11,0.975,central_complex
12962,10872,3,0.927,central_complex
12962,11103,10,0.987,central_complex
12962,519628,2,0.947,central_complex
520606,10133,1,0.909,optic_lobe
520606,10208,1,0.91,optic_lobe
520606,520034,2,0.926,optic_lobe
520606,10421,2,0.944,optic_lobe
520606,10604,4,0.969,optic_lobe
520606,11181,2,0.941,optic_lobe
520606,10092,1,0.896,optic_lobe
520606,10993,2,0.885,optic_lobe
520606,532655,1,0.899,optic_lobe
520606,10272,5,0.986,optic_lobe
520606,533914,2,0.913,optic_lobe
520606,10398,1,0.962,optic_lobe
520606,11399,1,0.896,optic_lobe
520606,11210,2,0.865,optic_lobe
520606,11240,3,0.868,optic_lobe
520606,517462,4,0.885,optic_lobe
520606,11583,2,0.945,optic_lobe
520606,10178,10,0.877,optic_lobe
520606,10526,2,0.893,optic_lobe
520606,555383,1,0.895,optic_lobe
520606,10990,1,0.951,optic_lobe
520606,10248,7,0.983,optic_lobe
520606,388536,2,0.977,optic_lobe
520606,10865,5,0.941,optic_lobe
520606,11531,2,0.931,optic_lobe
520606,10934,6,0.955,optic_lobe
520606,11018,7,0.871,optic_lobe
520606,11278,3,0.895,optic_lobe
520606,11099,2,0.93,optic_lobe
520606,23401,2,0.884,optic_lobe
520606,522763,1,0.907,optic_lobe
520606,14192,1,0.92,optic_lobe
520606,11768,4,0.94,optic_lobe
520606,10256,2,0.851,optic_lobe
520606,12932,1,0.91,optic_lobe
520606,524881,1,0.909,optic_lobe
520606,10173,7,0.984,optic_lobe
520606,519371,1,0.933,optic_lobe
520606,513174,2,0.902,optic_lobe
520606,520808,5,0.942,optic_lobe
520606,27961,2,0.954,optic_lobe
520606,12101,7,0.858,optic_lobe
520606,13358,2,0.902,optic_lobe
520606,10075,1,0.986,optic_lobe
520606,10089,1,0.906,optic_lobe
520606,10818,4,0.896,optic_lobe
520606,11680,8,0.931,optic_lobe
520606,14594,7,0.858,optic_lobe
520606,12477,5,0.857,optic_lobe
520606,14281,11,0.875,optic_lobe
520606,12690,2,0.98,optic_lobe
520606,16605,2,0.956,optic_lobe
520606,10971,1,0.868,optic_lobe
520606,15160,5,0.874,optic_lobe
520606,13408,2,0.91,optic_lobe
520606,14054,1,0.864,optic_lobe
520606,33289,1,0.896,optic_lobe
520606,13235,12,0.933,optic_lobe
520606,520797,5,0.877,optic_lobe
520606,12014,1,0.989,optic_lobe
520606,532827,3,0.891,optic_lobe
520606,14764,4,0.982,optic_lobe
520606,11749,2,0.945,optic_lobe
520606,11971,5,0.9,optic_lobe
520606,14865,1,0.93,optic_lobe
520606,14033,6,0.9,optic_lobe
10602,10158,1,0.952,central_complex
10602,10208,8,0.984,central_complex
10602,10096,2,0.892,central_complex
10602,10027,1,0.865,central_complex
10602,10109,1,0.898,central_complex
10602,511797,1,0.875,central_complex
10602,522346,1,0.858,central_complex
10602,10364,2,0.902,central_complex
10602,10044,4,0.931,central_complex
10602,10285,2,0.921,central_complex
10602,11143,9,0.973,central_complex
10602,532655,5,0.882,central_complex
10602,11092,2,0.951,central_complex
10602,11262,3,0.923,central_complex
10602,10429,1,0.853,central_complex
10602,10111,1,0.93,central_complex
10602,11908,2,0.963,central_complex
10602,11517,5,0.927,central_complex
10602,11399,5,0.968,central_complex
10602,525958,10,0.891,central_complex
10602,529429,10,0.933,central_complex
10602,517462,2,0.87,central_complex
10602,11406,1,0.909,central_complex
10602,11145,1,0.937,central_complex
10602,516616,4,0.917,central_complex
10602,521783,1,0.864,central_complex
10602,14500,5,0.872,central_complex
10602,11294,5,0.882,central_complex
10602,11556,7,0.945,central_complex
10602,11105,7,0.989,central_complex
10602,11080,1,0.906,central_complex
10602,11991,1,0.864,central_complex
10602,12137,2,0.963,central_complex
10602,10455,1,0.892,central_complex
10602,14040,1,0.889,central_complex
10602,12717,10,0.975,central_complex
10602,519624,5,0.875,central_complex
10602,12155,1,0.902,central_complex
10602,519365,1,0.962,central_complex
10602,10052,8,0.917,central_complex
10602,520606,2,0.86,central_complex
10602,10203,1,0.924,central_complex
10602,520341,1,0.875,central_complex
10602,12057,2,0.933,central_complex
10602,11471,1,0.93,central_complex
10602,12929,6,0.858,central_complex
10602,521191,4,0.903,central_complex
10602,11444,1,0.865,central_complex
10602,12367,1,0.976,central_complex
10602,532838,1,0.92,central_complex
10602,12152,1,0.903,central_complex
10602,13119,5,0.871,central_complex
10602,31330,1,0.907,central_complex
10602,11317,2,0.944,central_complex
10602,12023,1,0.923,central_complex
10602,11447,1,0.893,central_complex
10602,520808,3,0.924,central_complex
10602,10969,1,0.969,central_complex
10602,10912,11,0.947,central_complex
10602,13523,5,0.856,central_complex
10602,11252,3,0.865,central_complex
10602,521190,1,0.976,central_complex
10602,11126,5,0.9,central_complex
10602,15472,6,0.958,central_complex
10602,10994,7,0.905,central_complex
10602,11306,5,0.956,central_complex
10602,39382,1,0.85,central_complex
10602,12730,1,0.886,central_complex
10602,11409,3,0.952,central_complex
10602,520572,1,0.913,central_complex
10602,523564,2,0.977,central_complex
10602,10971,4,0.94,central_complex
10602,521529,4,0.972,central_complex
10602,33289,6,0.916,central_complex
10602,532827,4,0.87,central_complex
10602,12460,1,0.87,central_complex
10602,11518,2,0.906,central_complex
10602,521219,2,0.935,central_complex
10602,14033,1,0.864,central_complex
11922,10069,1,0.882,central_complex
11922,10084,1,0.857,central_complex
11922,10515,7,0.903,central_complex
11922,11085,4,0.983,central_complex
11922,10338,2,0.989,central_complex
11922,10423,2,0.853,central_complex
11922,11319,3,0.899,central_complex
11922,11571,9,0.972,central_complex
11922,10122,4,0.856,central_complex
11922,10155,4,0.896,central_complex
11922,10929,1,0.85,central_complex
11922,33047,1,0.895,central_complex
11922,11469,1,0.853,central_complex
11922,12320,4,0.853,central_complex
11922,11013,4,0.912,central_complex
11922,11664,1,0.878,central_complex
11922,519242,9,0.958,central_complex
11922,11675,1,0.949,central_complex
11922,520466,10,0.947,central_complex
11922,10410,1,0.85,central_complex
11922,11993,4,0.881,central_complex
11922,10996,4,0.98,central_complex
11922,11192,1,0.963,central_complex
11922,12206,3,0.91,central_complex
11922,10988,1,0.958,central_complex
11922,11199,5,0.898,central_complex
11922,12111,2,0.864,central_complex
11922,524238,10,0.888,central_complex
11922,519263,3,0.889,central_complex
11922,11992,4,0.867,central_complex
11922,11281,12,0.919,central_complex
11922,12798,4,0.856,central_complex
11922,10495,5,0.942,central_complex
11922,12782,1,0.965,central_complex
11922,13148,8,0.956,central_complex
11922,12208,8,0.902,central_complex
11922,12685,1,0.857,central_complex
11922,16642,3,0.882,central_complex
11922,11624,3,0.902,central_complex
11922,200284,2,0.914,central_complex
11922,13007,7,0.86,central_complex
11922,513163,3,0.888,central_complex
11922,13626,1,0.85,central_complex
11922,36537,1,0.976,central_complex
11922,29860,1,0.977,central_complex
11922,11610,3,0.94,central_complex
11922,38372,1,0.907,central_complex
11922,13467,6,0.912,central_complex
11922,10210,8,0.975,central_complex
11922,11405,1,0.868,central_complex
11922,519131,1,0.878,central_complex
11922,521525,4,0.938,central_complex
11922,13111,1,0.972,central_complex
11922,521928,3,0.916,central_complex
11922,13363,2,0.921,central_complex
11922,15279,2,0.889,central_complex
11922,14309,1,0.916,central_complex
11922,13345,5,0.877,central_complex
11922,16490,8,0.986,central_complex
11922,13225,2,0.928,central_complex
11922,11566,2,0.851,central_complex
11922,17858,5,0.87,central_complex
11922,10744,5,0.938,central_complex
102545,10993,2,0.903,central_complex
102545,11741,1,0.896,central_complex
102545,10148,1,0.917,central_complex
102545,519624,2,0.933,central_complex
102545,10900,2,0.899,central_complex
102545,523561,10,0.916,central_complex
102545,521584,2,0.899,central_complex
102545,511802,10,0.86,central_complex
102545,520808,1,0.958,central_complex
102545,10698,2,0.871,central_complex
102545,11306,4,0.903,central_complex
102545,523772,3,0.893,central_complex
102545,10971,4,0.861,central_complex
102545,33289,1,0.896,central_complex
102545,16826,1,0.879,central_complex
521375,539413,2,0.881,optic_lobe
521375,10102,2,0.857,optic_lobe
521375,10241,5,0.958,optic_lobe
521375,10082,3,0.87,optic_lobe
521375,10239,1,0.85,optic_lobe
521375,11571,1,0.895,optic_lobe
521375,10917,5,0.854,optic_lobe
521375,11046,3,0.885,optic_lobe
521375,10297,1,0.893,optic_lobe
521375,10476,2,0.895,optic_lobe
521375,10170,2,0.865,optic_lobe
521375,10266,1,0.912,optic_lobe
521375,11664,5,0.968,optic_lobe
521375,523672,3,0.884,optic_lobe
521375,11452,3,0.853,optic_lobe
521375,10190,7,0.987,optic_lobe
521375,10232,1,0.864,optic_lobe
521375,10250,1,0.867,optic_lobe
521375,10372,3,0.896,optic_lobe
521375,11959,5,0.975,optic_lobe
521375,13182,1,0.893,optic_lobe
521375,11993,1,0.854,optic_lobe
521375,11341,2,0.868,optic_lobe
521375,13136,4,0.97,optic_lobe
521375,11199,4,0.889,optic_lobe
521375,10231,8,0.903,optic_lobe
521375,523317,1,0.906,optic_lobe
521375,11828,1,0.9,optic_lobe
521375,524238,1,0.912,optic_lobe
521375,10031,3,0.93,optic_lobe
521375,11744,1,0.949,optic_lobe
521375,11016,3,0.882,optic_lobe
521375,11725,2,0.919,optic_lobe
521375,11146,4,0.968,optic_lobe
521375,13886,10,0.947,optic_lobe
521375,13150,1,0.879,optic_lobe
521375,10343,2,0.909,optic_lobe
521375,13626,2,0.949,optic_lobe
521375,12696,7,0.857,optic_lobe
521375,533704,1,0.949,optic_lobe
521375,11161,3,0.987,optic_lobe
521375,10764,8,0.916,optic_lobe
521375,11907,2,0.969,optic_lobe
521375,13113,2,0.987,optic_lobe
521375,13385,3,0.969,optic_lobe
521375,19615,4,0.954,optic_lobe
521375,37465,1,0.854,optic_lobe
521375,11787,3,0.949,optic_lobe
521375,12202,1,0.965,optic_lobe
521375,15787,2,0.906,optic_lobe
521375,12070,1,0.906,optic_lobe
521375,13724,1,0.896,optic_lobe
521375,14879,3,0.924,optic_lobe
521375,14581,2,0.972,optic_lobe
521375,12094,2,0.888,optic_lobe
521375,522857,1,0.91,optic_lobe
521375,13153,5,0.86,optic_lobe
521375,16490,2,0.923,optic_lobe
521375,11473,8,0.861,optic_lobe
521375,12041,2,0.966,optic_lobe
12160,10611,3,0.924,central_complex
12160,10322,1,0.87,central_complex
12160,532051,2,0.955,central_complex
12160,10362,6,0.94,central_complex
12160,10165,1,0.937,central_complex
12160,23893,4,0.938,central_complex
12160,10057,7,0.9,central_complex
12160,10679,2,0.863,central_complex
12160,10597,1,0.952,central_complex
12160,10005,2,0.881,central_complex
12160,33047,8,0.902,central_complex
12160,10635,5,0.903,central_complex
12160,555342,2,0.902,central_complex
12160,521374,8,0.886,central_complex
12160,12710,1,0.865,central_complex
12160,508595,3,0.863,central_complex
12160,13271,1,0.979,central_complex
12160,520119,6,0.97,central_complex
12160,10975,1,0.916,central_complex
12160,11355,5,0.886,central_complex
12160,13327,1,0.906,central_complex
12160,525400,1,0.983,central_complex
12160,11624,5,0.871,central_complex
12160,200284,4,0.955,central_complex
12160,519761,3,0.871,central_complex
12160,13716,2,0.87,central_complex
12160,525777,1,0.942,central_complex
12160,16473,6,0.975,central_complex
12160,12724,2,0.989,central_complex
12160,12313,4,0.966,central_complex
12160,13725,1,0.85,central_complex
13310,10085,4,0.947,descending_vnc
13310,12276,1,0.905,descending_vnc
13310,10579,1,0.97,descending_vnc
13310,12488,1,0.86,descending_vnc
13310,11709,12,0.863,descending_vnc
13310,517336,2,0.885,descending_vnc
13310,14395,1,0.891,descending_vnc
10394,10185,1,0.906,central_complex
10394,10035,1,0.934,central_complex
10394,555309,1,0.921,central_complex
10394,10555,3,0.885,central_complex
10394,11546,1,0.87,central_complex
10394,10207,1,0.924,central_complex
10394,10941,1,0.902,central_complex
10394,12249,3,0.951,central_complex
10394,11832,2,0.98,central_complex
10394,519262,2,0.965,central_complex
10394,13242,12,0.891,central_complex
10394,11336,1,0.934,central_complex
10394,10045,3,0.885,central_complex
10394,14437,3,0.871,central_complex
10394,512060,1,0.885,central_complex
10394,12109,1,0.865,central_complex
10394,11333,5,0.916,central_complex
10394,10829,1,0.872,central_complex
10394,10739,5,0.885,central_complex
10394,527588,1,0.969,central_complex
10394,11782,1,0.963,central_complex
10394,12408,1,0.976,central_complex
10394,20652,1,0.878,central_complex
10394,10935,5,0.884,central_complex
10394,12563,1,0.921,central_complex
10394,512277,1,0.885,central_complex
10394,10857,2,0.882,central_complex
10394,12978,1,0.969,central_complex
10394,11930,2,0.979,central_complex
10394,10819,3,0.924,central_complex
10394,521092,4,0.858,central_complex
10394,527409,5,0.959,central_complex
10394,27203,6,0.917,central_complex
10394,11006,4,0.868,central_complex
10394,512351,4,0.937,central_complex
10394,15592,2,0.884,central_complex
10394,10501,2,0.909,central_complex
10394,522311,5,0.87,central_complex
10394,11489,1,0.896,central_complex
10394,513473,10,0.863,central_complex
10394,15146,2,0.853,central_complex
10203,10133,1,0.906,central_complex
10203,10126,3,0.896,central_complex
10203,10208,1,0.961,central_complex
10203,10184,6,0.885,central_complex
10203,10524,2,0.867,central_complex
10203,555309,2,0.916,central_complex
10203,11005,1,0.934,central_complex
10203,10685,1,0.924,central_complex
10203,10207,7,0.941,central_complex
10203,10457,1,0.899,central_complex
10203,10472,4,0.968,central_complex
10203,10658,3,0.912,central_complex
10203,11583,1,0.949,central_complex
10203,10477,5,0.889,central_complex
10203,14500,6,0.958,central_complex
10203,10293,1,0.884,central_complex
10203,32824,4,0.956,central_complex
10203,12988,10,0.903,central_complex
10203,14040,7,0.983,central_complex
10203,10502,1,0.909,central_complex
10203,10762,1,0.906,central_complex
10203,12249,1,0.938,central_complex
10203,11832,9,0.917,central_complex
10203,11321,6,0.875,central_complex
10203,11035,3,0.882,central_complex
10203,11789,1,0.98,central_complex
10203,519365,7,0.984,central_complex
10203,10045,3,0.968,central_complex
10203,520341,6,0.917,central_complex
10203,30194,1,0.947,central_complex
10203,520037,1,0.853,central_complex
10203,556037,1,0.892,central_complex
10203,11444,3,0.982,central_complex
10203,12840,3,0.952,central_complex
10203,14715,3,0.895,central_complex
10203,27961,2,0.924,central_complex
10203,12948,1,0.853,central_complex
10203,14925,1,0.98,central_complex
10203,522468,3,0.972,central_complex
10203,513146,2,0.937,central_complex
10203,521748,4,0.933,central_complex
10203,12978,5,0.927,central_complex
10203,11377,3,0.941,central_complex
10203,10994,1,0.879,central_complex
10203,14194,7,0.9,central_complex
10203,10557,2,0.871,central_complex
10203,14093,4,0.916,central_complex
10203,10377,2,0.961,central_complex
10203,524138,1,0.87,central_complex
10203,11409,3,0.914,central_complex
10203,11561,1,0.906,central_complex
10203,10844,2,0.984,central_complex
10203,13767,1,0.909,central_complex
10203,531837,1,0.983,central_complex
10203,555382,6,0.93,central_complex
10203,12497,8,0.877,central_complex
10203,521219,2,0.853,central_complex
10203,11749,2,0.987,central_complex
10203,12319,5,0.861,central_complex
10203,15146,10,0.947,central_complex
10203,14865,4,0.861,central_complex
13168,10604,9,0.891,optic_lobe
13168,10977,4,0.938,optic_lobe
13168,10364,3,0.94,optic_lobe
13168,10074,1,0.891,optic_lobe
13168,11877,5,0.968,optic_lobe
13168,533914,7,0.899,optic_lobe
13168,11580,2,0.867,optic_lobe
13168,11997,3,0.854,optic_lobe
13168,519862,7,0.899,optic_lobe
13168,10564,1,0.885,optic_lobe
13168,28160,6,0.927,optic_lobe
13168,523385,6,0.986,optic_lobe
13168,10248,7,0.877,optic_lobe
13168,11549,1,0.919,optic_lobe
13168,11937,7,0.871,optic_lobe
13168,49015,8,0.917,optic_lobe
13168,10900,8,0.933,optic_lobe
13168,11639,3,0.945,optic_lobe
13168,13147,6,0.94,optic_lobe
13168,533588,6,0.856,optic_lobe
13168,519658,2,0.853,optic_lobe
13168,15962,3,0.863,optic_lobe
13168,10533,5,0.986,optic_lobe
13168,10541,1,0.907,optic_lobe
13168,12259,7,0.874,optic_lobe
13168,519909,10,0.975,optic_lobe
13168,519531,9,0.875,optic_lobe
13168,52641,1,0.893,optic_lobe
13168,12878,2,0.863,optic_lobe
13168,13005,2,0.914,optic_lobe
13168,10698,3,0.926,optic_lobe
13168,512326,1,0.857,optic_lobe
13168,511853,2,0.937,optic_lobe
13168,10818,2,0.942,optic_lobe
13168,12730,1,0.86,optic_lobe
13168,13191,4,0.926,optic_lobe
13168,36453,2,0.853,optic_lobe
13168,11322,1,0.909,optic_lobe
13168,14281,4,0.987,optic_lobe
13168,12182,5,0.933,optic_lobe
13168,15332,6,0.912,optic_lobe
13168,14381,7,0.944,optic_lobe
13168,12331,5,0.969,optic_lobe
13168,520797,2,0.952,optic_lobe
13168,16826,4,0.94,optic_lobe
13168,517685,3,0.926,optic_lobe
13168,11971,7,0.916,optic_lobe
11025,10041,4,0.853,central_complex
11025,10175,11,0.861,central_complex
11025,10799,12,0.919,central_complex
11025,11005,3,0.9,central_complex
11025,10187,1,0.85,central_complex
11025,520122,2,0.965,central_complex
11025,10673,4,0.945,central_complex
11025,521446,8,0.928,central_complex
11025,11125,13,0.975,central_complex
11025,10394,1,0.934,central_complex
11025,19845,6,0.913,central_complex
11025,10274,1,0.893,central_complex
11025,10490,9,0.945,central_complex
11025,11898,5,0.984,central_complex
11025,13228,2,0.961,central_complex
11025,20652,4,0.928,central_complex
11025,12036,6,0.877,central_complex
11025,10549,1,0.879,central_complex
11025,12948,3,0.872,central_complex
11025,10507,6,0.86,central_complex
11025,11475,8,0.905,central_complex
11025,27203,3,0.857,central_complex
11025,522428,1,0.972,central_complex
11025,12759,7,0.874,central_complex
11025,556359,4,0.888,central_complex
11025,11489,2,0.935,central_complex
11025,11131,1,0.977,central_complex
11025,11056,7,0.861,central_complex
11025,10872,4,0.973,central_complex
11025,30498,1,0.878,central_complex
11025,11103,10,0.945,central_complex
10666,10260,5,0.984,central_complex
10666,10088,7,0.877,central_complex
10666,10847,1,0.912,central_complex
10666,10815,6,0.875,central_complex
10666,11532,4,0.9,central_complex
10666,14182,3,0.874,central_complex
10666,520468,3,0.913,central_complex
10666,11250,1,0.92,central_complex
10666,10995,2,0.898,central_complex
10666,11945,1,0.879,central_complex
10666,11526,1,0.879,central_complex
10666,12569,5,0.856,central_complex
10666,10986,2,0.853,central_complex
10666,12262,3,0.888,central_complex
10666,38788,9,0.877,central_complex
10666,11702,2,0.893,central_complex
10666,11070,5,0.9,central_complex
10666,10324,9,0.863,central_complex
10666,12429,2,0.949,central_complex
10666,519444,1,0.864,central_complex
10666,12071,2,0.921,central_complex
10666,13374,2,0.875,central_complex
10666,11626,6,0.86,central_complex
10666,11925,1,0.892,central_complex
10666,12518,3,0.905,central_complex
10666,12403,4,0.888,central_complex
10666,12186,9,0.916,central_complex
10666,515811,7,0.945,central_complex
10666,13851,1,0.882,central_complex
10666,12272,1,0.962,central_complex
10666,10624,2,0.85,central_complex
10666,10325,1,0.989,central_complex
10666,12633,2,0.861,central_complex
10666,13607,1,0.948,central_complex
10666,12858,4,0.871,central_complex
10666,13101,10,0.958,central_complex
10666,28364,1,0.853,central_complex
10666,16160,8,0.986,central_complex
10666,12755,3,0.879,central_complex
10666,14610,1,0.854,central_complex
10666,519508,1,0.85,central_complex
10666,13896,7,0.959,central_complex
10666,10195,2,0.912,central_complex
10666,522972,1,0.92,central_complex
10666,555855,1,0.87,central_complex
10666,562992,2,0.86,central_complex
10666,14186,1,0.85,central_complex
10666,13991,8,0.919,central_complex
531898,521736,1,0.878,descending_vnc
531898,10451,7,0.877,descending_vnc
531898,10305,2,0.879,descending_vnc
531898,10836,2,0.882,descending_vnc
531898,10910,1,0.91,descending_vnc
531898,10828,2,0.885,descending_vnc
531898,12276,4,0.863,descending_vnc
531898,10630,1,0.893,descending_vnc
531898,10644,6,0.927,descending_vnc
531898,10348,7,0.86,descending_vnc
531898,10453,1,0.941,descending_vnc
531898,12283,3,0.905,descending_vnc
531898,12298,2,0.906,descending_vnc
531898,11331,1,0.851,descending_vnc
531898,511821,9,0.958,descending_vnc
531898,11330,1,0.878,descending_vnc
531898,12257,1,0.976,descending_vnc
531898,12055,7,0.941,descending_vnc
531898,10345,3,0.895,descending_vnc
531898,11528,3,0.877,descending_vnc
531898,10580,7,0.898,descending_vnc
531898,11245,2,0.963,descending_vnc
531898,10487,2,0.963,descending_vnc
531898,10145,2,0.949,descending_vnc
531898,513434,7,0.956,descending_vnc
531898,14241,2,0.937,descending_vnc
531898,520039,3,0.919,descending_vnc
531898,530938,5,0.87,descending_vnc
531898,10792,1,0.976,descending_vnc
531898,10116,1,0.906,descending_vnc
531898,35790,10,0.891,descending_vnc
531898,14679,3,0.941,descending_vnc
531898,10931,1,0.892,descending_vnc
531898,521621,3,0.983,descending_vnc
531898,12499,4,0.982,descending_vnc
531898,22884,4,0.899,descending_vnc
531898,11980,1,0.85,descending_vnc
531898,37952,4,0.942,descending_vnc
531898,517336,4,0.945,descending_vnc
531898,12697,4,0.905,descending_vnc
531898,12531,4,0.944,descending_vnc
531898,11697,6,0.872,descending_vnc
531898,14677,2,0.912,descending_vnc
531898,512295,6,0.912,descending_vnc
531898,11801,2,0.853,descending_vnc
531898,14395,2,0.899,descending_vnc
11829,10011,1,0.892,central_complex
11829,10459,1,0.892,central_complex
11829,10096,1,0.906,central_complex
11829,10265,2,0.868,central_complex
11829,10794,1,0.923,central_complex
11829,10212,1,0.933,central_complex
11829,11546,1,0.864,central_complex
11829,11143,1,0.879,central_complex
11829,532655,3,0.912,central_complex
11829,520787,4,0.987,central_complex
11829,11262,3,0.914,central_complex
11829,10429,2,0.909,central_complex
11829,10956,4,0.877,central_complex
11829,11292,3,0.889,central_complex
11829,11517,4,0.94,central_complex
11829,11400,1,0.851,central_complex
11829,12506,2,0.882,central_complex
11829,11556,5,0.958,central_complex
11829,11991,1,0.893,central_complex
11829,10293,2,0.87,central_complex
11829,11203,1,0.872,central_complex
11829,10107,3,0.888,central_complex
11829,521059,1,0.937,central_complex
11829,10148,1,0.879,central_complex
11829,10502,3,0.857,central_complex
11829,107729,1,0.868,central_complex
11829,11135,5,0.913,central_complex
11829,11321,1,0.85,central_complex
11829,11099,3,0.871,central_complex
11829,12717,2,0.886,central_complex
11829,11870,2,0.882,central_complex
11829,519365,1,0.98,central_complex
11829,520341,6,0.972,central_complex
11829,30194,2,0.982,central_complex
11829,11802,3,0.969,central_complex
11829,12183,1,0.874,central_complex
11829,10255,5,0.916,central_complex
11829,12977,2,0.94,central_complex
11829,12367,4,0.895,central_complex
11829,10829,2,0.979,central_complex
11829,12031,2,0.895,central_complex
11829,12152,1,0.878,central_complex
11829,10618,4,0.87,central_complex
11829,532768,1,0.879,central_complex
11829,522434,2,0.87,central_complex
11829,13314,8,0.933,central_complex
11829,12455,2,0.938,central_complex
11829,10912,3,0.984,central_complex
11829,512841,2,0.961,central_complex
11829,10075,2,0.853,central_complex
11829,11721,2,0.94,central_complex
11829,13768,1,0.944,central_complex
11829,13728,1,0.91,central_complex
11829,11213,3,0.867,central_complex
11829,524164,2,0.938,central_complex
11829,14161,1,0.878,central_complex
11829,521061,1,0.863,central_complex
11829,11409,3,0.885,central_complex
11829,523564,2,0.858,central_complex
11829,13431,1,0.878,central_complex
11829,521529,3,0.912,central_complex
11829,514988,3,0.973,central_complex
11829,13048,1,0.948,central_complex
11829,33289,1,0.921,central_complex
11829,532827,1,0.935,central_complex
11829,12460,4,0.973,central_complex
11829,13529,3,0.983,central_complex
10201,10069,1,0.984,central_complex
10201,10611,5,0.973,central_complex
10201,10222,1,0.956,central_complex
10201,10084,1,0.899,central_complex
10201,10515,3,0.951,central_complex
10201,10390,1,0.879,central_complex
10201,10522,1,0.9,central_complex
10201,11085,3,0.938,central_complex
10201,10414,1,0.863,central_complex
10201,11319,1,0.921,central_complex
10201,10057,2,0.98,central_complex
10201,530777,1,0.934,central_complex
10201,533529,1,0.871,central_complex
10201,10132,1,0.977,central_complex
10201,11013,5,0.899,central_complex
10201,519242,7,0.885,central_complex
10201,10408,8,0.889,central_complex
10201,11788,5,0.884,central_complex
10201,10996,2,0.85,central_complex
10201,10402,1,0.892,central_complex
10201,11379,10,0.944,central_complex
10201,10988,1,0.893,central_complex
10201,11244,6,0.856,central_complex
10201,11828,8,0.97,central_complex
10201,12710,2,0.865,central_complex
10201,11342,4,0.87,central_complex
10201,508595,2,0.861,central_complex
10201,10804,1,0.956,central_complex
10201,13271,6,0.898,central_complex
10201,11402,2,0.857,central_complex
10201,12201,10,0.905,central_complex
10201,11281,9,0.888,central_complex
10201,11397,3,0.952,central_complex
10201,521437,1,0.895,central_complex
10201,10769,7,0.902,central_complex
10201,200284,1,0.895,central_complex
10201,13007,6,0.969,central_complex
10201,521701,4,0.871,central_complex
10201,10233,1,0.874,central_complex
10201,516433,1,0.899,central_complex
10201,11106,4,0.86,central_complex
10201,524152,1,0.926,central_complex
10201,29860,4,0.9,central_complex
10201,11610,4,0.905,central_complex
10201,13621,11,0.947,central_complex
10201,13603,5,0.927,central_complex
10201,14259,3,0.888,central_complex
10201,12163,11,0.877,central_complex
10201,16473,3,0.944,central_complex
10201,12724,1,0.902,central_complex
10201,15536,1,0.973,central_complex
10201,531732,5,0.968,central_complex
10201,11308,5,0.919,central_complex
10201,12934,9,0.861,central_complex
10201,13725,2,0.927,central_complex
10201,11805,3,0.882,central_complex
10201,13363,5,0.899,central_complex
10201,15279,1,0.963,central_complex
10201,14309,1,0.856,central_complex
10201,13345,4,0.968,central_complex
10201,11988,1,0.895,central_complex
10201,13724,4,0.882,central_complex
10201,10786,5,0.989,central_complex
10201,12278,4,0.885,central_complex
10201,522857,5,0.871,central_complex
10201,16490,5,0.899,central_complex
10201,17858,1,0.976,central_complex
10201,10615,8,0.945,central_complex
14551,10082,6,0.888,optic_lobe
14551,10879,1,0.85,optic_lobe
14551,11046,1,0.893,optic_lobe
14551,10297,1,0.976,optic_lobe
14551,10476,5,0.902,optic_lobe
14551,10190,4,0.884,optic_lobe
14551,11731,3,0.884,optic_lobe
14551,11959,5,0.928,optic_lobe
14551,10410,1,0.954,optic_lobe
14551,11631,3,0.937,optic_lobe
14551,10031,1,0.927,optic_lobe
14551,11522,3,0.882,optic_lobe
14551,12798,2,0.937,optic_lobe
14551,11146,1,0.948,optic_lobe
14551,13221,5,0.984,optic_lobe
14551,13886,8,0.945,optic_lobe
14551,12561,6,0.984,optic_lobe
14551,11237,4,0.889,optic_lobe
14551,11055,2,0.951,optic_lobe
14551,11719,2,0.966,optic_lobe
14551,16642,1,0.889,optic_lobe
14551,11407,4,0.905,optic_lobe
14551,11682,8,0.928,optic_lobe
14551,10659,6,0.884,optic_lobe
14551,13298,3,0.958,optic_lobe
14551,12729,7,0.973,optic_lobe
14551,16624,2,0.892,optic_lobe
14551,523528,3,0.909,optic_lobe
14551,11511,5,0.97,optic_lobe
14551,13671,2,0.851,optic_lobe
14551,13354,8,0.9,optic_lobe
14551,12857,5,0.926,optic_lobe
14551,11376,6,0.905,optic_lobe
14551,13467,2,0.961,optic_lobe
